Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
GoAir,Banglore,Delhi,0,3898,11,40,14,30,6,1,2.0,50,7,2.0
Jet Airways,Delhi,Cochin,2,9483,23,5,12,35,4,9,13.0,30,3,5.0
Air Asia,Banglore,Delhi,0,4282,4,55,7,45,4,12,2.0,50,3,1.0
Jet Airways,Banglore,Delhi,0,6478,17,45,20,45,6,3,3.0,0,3,4.0
Jet Airways,Delhi,Cochin,2,16809,19,10,4,25,3,6,9.0,15,1,4.0
Jet Airways,Delhi,Cochin,2,16704,13,25,12,35,5,9,23.0,10,4,3.0
GoAir,Banglore,Delhi,0,3898,7,45,10,40,24,6,2.0,55,1,1.0
Jet Airways,Banglore,Delhi,1,11297,5,50,12,20,3,12,6.0,30,2,1.0
IndiGo,Kolkata,Banglore,0,5224,14,25,16,55,27,5,2.0,30,1,3.0
IndiGo,Banglore,Delhi,0,4823,18,55,21,50,4,6,2.0,55,2,4.0
IndiGo,Delhi,Cochin,1,14871,4,45,15,30,3,3,10.0,45,7,1.0
Air India,Delhi,Cochin,1,7480,9,45,9,25,27,6,23.0,40,4,2.0
IndiGo,Kolkata,Banglore,0,5224,11,30,14,5,5,3,2.0,35,2,2.0
Multiple carriers,Delhi,Cochin,1,6093,7,10,16,10,24,4,9.0,0,3,1.0
IndiGo,Mumbai,Hyderabad,0,2754,19,5,20,35,27,6,1.0,30,4,4.0
IndiGo,Mumbai,Hyderabad,0,2227,20,5,21,40,6,1,1.0,35,7,5.0
Jet Airways,Kolkata,Banglore,1,14781,6,30,18,15,5,6,11.0,45,3,1.0
GoAir,Banglore,Delhi,0,3898,7,45,10,40,5,1,2.0,55,6,1.0
Vistara,Kolkata,Banglore,1,9397,7,10,22,40,24,5,15.0,30,5,1.0
Vistara,Kolkata,Banglore,1,8452,7,10,10,45,6,12,3.0,35,5,1.0
IndiGo,Banglore,Delhi,0,4591,23,30,2,20,4,3,2.0,50,1,5.0
IndiGo,Kolkata,Banglore,1,5930,21,0,2,15,4,1,5.0,15,5,5.0
Air India,Kolkata,Banglore,2,10991,5,50,20,25,5,6,14.0,35,3,1.0
SpiceJet,Kolkata,Banglore,0,4622,6,55,9,35,3,3,2.0,40,7,1.0
Jet Airways,Delhi,Cochin,1,14714,11,30,19,0,6,6,7.0,30,4,2.0
IndiGo,Banglore,Delhi,0,4823,8,30,11,20,18,6,2.0,50,2,2.0
Jet Airways,Mumbai,Hyderabad,0,2228,2,55,4,25,18,3,1.0,30,1,6.0
Jet Airways,Kolkata,Banglore,1,10703,17,0,23,35,5,6,6.0,35,3,4.0
Vistara,Banglore,Delhi,0,5613,17,0,19,35,5,3,2.0,35,2,4.0
Jet Airways,Kolkata,Banglore,1,13759,6,30,18,10,24,3,11.0,40,7,1.0
IndiGo,Banglore,Delhi,0,3943,13,0,15,50,6,12,2.0,50,5,3.0
IndiGo,Banglore,Delhi,0,4944,0,40,3,25,21,3,2.0,45,4,6.0
Jet Airways,Delhi,Cochin,1,10262,14,0,19,0,24,6,5.0,0,1,3.0
SpiceJet,Kolkata,Banglore,1,8479,11,35,18,50,6,6,7.0,15,4,2.0
IndiGo,Delhi,Cochin,1,7514,7,35,16,10,6,3,8.0,35,3,1.0
Air India,Delhi,Cochin,0,6934,14,10,17,10,5,6,3.0,0,3,3.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,12,0,5,12,17.0,5,4,4.0
Multiple carriers,Delhi,Cochin,1,8085,10,0,21,0,21,3,11.0,0,4,2.0
Vistara,Delhi,Cochin,0,7266,6,0,9,10,3,9,3.0,10,2,1.0
IndiGo,Delhi,Cochin,1,6493,17,5,22,25,6,3,5.0,20,3,4.0
Jet Airways,Delhi,Cochin,1,14714,10,0,19,0,27,6,9.0,0,4,2.0
Multiple carriers,Delhi,Cochin,1,7485,19,0,1,30,21,5,6.0,30,2,4.0
Jet Airways,Delhi,Cochin,1,10262,13,0,4,25,6,6,15.0,25,4,3.0
Vistara,Banglore,Delhi,0,4878,9,50,12,35,21,3,2.0,45,4,2.0
Multiple carriers,Delhi,Cochin,1,7198,19,0,1,30,6,12,6.0,30,5,4.0
Jet Airways,Banglore,Delhi,1,17261,16,55,9,0,3,6,16.0,5,1,4.0
Jet Airways,Kolkata,Banglore,1,13044,20,0,8,15,6,12,12.0,15,5,5.0
Jet Airways,Delhi,Cochin,1,10262,17,30,19,0,27,6,1.0,30,4,4.0
Multiple carriers,Delhi,Cochin,1,8614,6,40,19,15,15,6,12.0,35,6,1.0
Jet Airways,Delhi,Cochin,1,12032,16,0,19,45,27,3,3.0,45,3,4.0
Jet Airways,Banglore,Delhi,1,12284,7,0,13,15,18,3,6.0,15,1,1.0
GoAir,Banglore,Delhi,0,3419,7,45,10,40,27,5,2.0,55,1,1.0
IndiGo,Delhi,Cochin,1,6528,16,10,22,20,21,3,6.0,10,4,4.0
Vistara,Banglore,Delhi,0,5403,7,0,9,40,24,3,2.0,40,7,1.0
Jet Airways,Delhi,Cochin,1,9732,11,30,19,0,27,5,7.0,30,1,2.0
IndiGo,Delhi,Cochin,1,5761,6,50,12,10,15,4,5.0,20,1,1.0
Air India,Kolkata,Banglore,2,12009,7,0,5,25,6,6,22.0,25,4,1.0
Jet Airways,Kolkata,Banglore,1,8586,5,45,8,15,18,5,2.0,30,6,1.0
Jet Airways,Banglore,Delhi,0,6144,17,45,20,45,24,5,3.0,0,5,4.0
SpiceJet,Banglore,Delhi,0,3257,5,55,8,35,24,5,2.0,40,5,1.0
Multiple carriers,Delhi,Cochin,1,9021,17,45,1,30,5,9,7.0,45,4,4.0
Jet Airways,Delhi,Cochin,1,10262,11,30,12,35,6,3,1.0,5,3,2.0
Air India,Mumbai,Hyderabad,2,13757,5,30,14,50,3,6,9.0,20,1,1.0
IndiGo,Delhi,Cochin,0,5895,14,30,17,35,15,3,3.0,5,5,3.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,4,40,21,5,9.0,45,2,4.0
Air India,Delhi,Cochin,1,6587,5,15,6,50,5,9,1.0,35,4,1.0
SpiceJet,Banglore,Delhi,0,3311,5,55,8,35,5,6,2.0,40,3,1.0
SpiceJet,Delhi,Cochin,1,6297,6,5,11,20,18,5,5.0,15,6,1.0
Jet Airways,Kolkata,Banglore,1,10844,18,55,19,50,5,12,24.0,55,4,4.0
IndiGo,Mumbai,Hyderabad,0,4049,9,10,10,40,27,5,1.0,30,1,2.0
Air India,Banglore,Delhi,0,6961,13,20,16,10,6,3,2.0,50,3,3.0
SpiceJet,Chennai,Kolkata,0,3384,8,20,10,35,27,3,2.0,15,3,2.0
Jet Airways,Delhi,Cochin,2,13029,9,40,12,35,5,9,2.0,55,4,2.0
SpiceJet,Chennai,Kolkata,0,3859,8,20,10,35,5,6,2.0,15,3,2.0
Air India,Delhi,Cochin,2,11732,18,45,19,15,6,12,24.0,30,5,4.0
Multiple carriers,Delhi,Cochin,1,12524,8,45,19,0,6,6,10.0,15,4,2.0
Jet Airways,Banglore,Delhi,1,12284,7,0,12,25,18,3,5.0,25,1,1.0
Jet Airways,Delhi,Cochin,1,10262,2,15,12,35,15,6,10.0,20,6,6.0
Jet Airways,Delhi,Cochin,2,13344,5,30,12,35,24,6,7.0,5,1,1.0
Jet Airways,Banglore,Delhi,0,7229,17,45,20,45,18,4,3.0,0,4,4.0
Air India,Kolkata,Banglore,2,14960,9,50,8,55,6,12,23.0,5,5,2.0
Air India,Delhi,Cochin,2,13381,6,50,7,40,6,12,24.0,50,5,1.0
Multiple carriers,Delhi,Cochin,1,15147,12,50,1,35,3,6,12.0,45,1,3.0
Jet Airways,Kolkata,Banglore,1,8586,6,30,4,40,5,6,22.0,10,3,1.0
IndiGo,Delhi,Cochin,1,7054,14,20,22,30,5,6,8.0,10,3,3.0
Air Asia,Kolkata,Banglore,0,4082,22,50,1,20,18,3,2.0,30,1,5.0
Jet Airways,Delhi,Cochin,2,13029,9,40,19,0,21,5,9.0,20,2,2.0
Jet Airways,Kolkata,Banglore,1,7064,16,30,22,35,4,1,6.0,5,5,4.0
Air India,Banglore,Delhi,1,4943,8,15,8,50,21,3,24.0,35,4,2.0
Jet Airways,Banglore,Delhi,0,7229,7,10,10,10,5,3,3.0,0,2,1.0
Air India,Kolkata,Banglore,1,8450,9,50,21,5,5,12,11.0,15,4,2.0
Jet Airways,Delhi,Cochin,2,15318,20,0,4,25,5,9,8.0,25,4,5.0
IndiGo,Kolkata,Banglore,0,4804,21,25,0,5,5,3,2.0,40,2,5.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,16,20,6,6,20.0,20,4,5.0
IndiGo,Mumbai,Hyderabad,0,3175,16,55,18,25,4,1,1.0,30,5,4.0
Air India,Delhi,Cochin,2,12646,12,55,19,15,27,6,6.0,20,4,3.0
Air India,Kolkata,Banglore,1,7893,20,30,12,0,4,1,15.0,30,5,5.0
Air India,Banglore,Delhi,0,7171,17,0,19,45,24,5,2.0,45,5,4.0
Multiple carriers,Delhi,Cochin,1,13727,14,0,21,0,15,5,7.0,0,3,3.0
Air India,Delhi,Cochin,0,5201,18,5,21,10,27,6,3.0,5,4,4.0
Multiple carriers,Delhi,Cochin,1,9001,11,40,19,15,15,5,7.0,35,3,2.0
IndiGo,Banglore,Delhi,0,3943,13,0,15,50,15,5,2.0,50,3,3.0
Multiple carriers,Delhi,Cochin,1,10546,7,5,21,0,5,9,13.0,55,4,1.0
Jet Airways,Delhi,Cochin,1,15554,19,15,19,0,18,5,23.0,45,6,4.0
Air India,Banglore,Delhi,0,5228,6,10,8,55,15,4,2.0,45,1,1.0
Air India,Delhi,Cochin,1,9404,9,0,19,15,24,6,10.0,15,1,2.0
Multiple carriers,Delhi,Cochin,1,8601,9,10,19,15,21,3,10.0,5,4,2.0
Multiple carriers,Delhi,Cochin,1,8888,9,45,22,30,5,9,12.0,45,4,2.0
Vistara,Banglore,Delhi,0,5088,16,0,18,35,24,3,2.0,35,7,4.0
IndiGo,Banglore,Delhi,0,3943,10,10,13,0,5,9,2.0,50,4,2.0
Jet Airways,Delhi,Cochin,1,12373,21,50,12,35,5,9,14.0,45,4,5.0
Multiple carriers,Delhi,Cochin,1,8323,6,0,13,20,4,9,7.0,20,3,1.0
Jet Airways,Delhi,Cochin,2,15339,13,25,12,35,27,6,23.0,10,4,3.0
Vistara,Chennai,Kolkata,0,11982,17,45,20,5,5,6,2.0,20,3,4.0
SpiceJet,Kolkata,Banglore,1,8844,15,55,21,25,5,12,5.0,30,4,3.0
Jet Airways,Delhi,Cochin,1,10262,22,50,12,35,6,1,13.0,45,7,5.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,6,6,2.0,20,4,3.0
Jet Airways,Mumbai,Hyderabad,0,5678,10,20,11,50,24,3,1.0,30,7,2.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,21,5,2.0,20,2,5.0
IndiGo,Banglore,Delhi,0,4823,7,10,10,5,27,6,2.0,55,4,1.0
IndiGo,Delhi,Cochin,2,8049,8,35,21,20,3,3,12.0,45,7,2.0
SpiceJet,Chennai,Kolkata,0,3543,17,45,20,5,15,5,2.0,20,3,4.0
Jet Airways,Delhi,Cochin,1,10262,18,15,19,0,6,6,24.0,45,4,4.0
Air India,Delhi,Cochin,3,10703,5,15,19,15,6,1,34.5,0,7,1.0
IndiGo,Delhi,Cochin,1,6496,5,10,10,5,6,12,4.0,55,5,1.0
Jet Airways,Kolkata,Banglore,1,10844,6,30,18,15,21,5,11.0,45,2,1.0
Jet Airways,Delhi,Cochin,1,12032,7,5,18,50,27,3,11.0,45,3,1.0
Vistara,Delhi,Cochin,0,6741,6,0,9,10,18,4,3.0,10,4,1.0
IndiGo,Banglore,Delhi,0,3943,4,0,6,50,5,9,2.0,50,4,1.0
SpiceJet,Kolkata,Banglore,0,3841,6,55,9,30,24,5,2.0,35,5,1.0
Multiple carriers,Delhi,Cochin,1,15288,19,0,1,35,3,3,6.0,35,7,4.0
Air India,Mumbai,Hyderabad,0,2050,21,5,22,25,18,3,1.0,20,1,5.0
Vistara,Chennai,Kolkata,0,4842,7,5,9,20,24,3,2.0,15,7,1.0
Jet Airways,Delhi,Cochin,2,6643,19,10,18,50,21,3,23.0,40,4,4.0
IndiGo,Delhi,Cochin,1,9581,5,5,10,5,3,3,5.0,0,7,1.0
IndiGo,Kolkata,Banglore,0,4804,21,25,0,5,15,5,2.0,40,3,5.0
Jet Airways,Banglore,Delhi,1,7832,8,0,7,40,21,3,23.0,40,4,2.0
Multiple carriers,Delhi,Cochin,1,11667,7,5,19,15,6,12,12.0,10,5,1.0
IndiGo,Delhi,Cochin,1,6442,8,35,16,10,27,6,7.0,35,4,2.0
Jet Airways,Delhi,Cochin,2,15129,23,5,4,25,24,5,5.0,20,5,5.0
Jet Airways,Banglore,Delhi,0,4544,11,10,14,5,4,3,2.0,55,1,2.0
Jet Airways,Kolkata,Banglore,1,9663,20,0,9,20,15,5,13.0,20,3,5.0
Jet Airways,Delhi,Cochin,1,14714,16,0,4,25,6,3,12.0,25,3,4.0
Air India,Mumbai,Hyderabad,0,3100,6,20,7,40,27,5,1.0,20,1,1.0
Jet Airways,Kolkata,Banglore,1,9663,16,30,20,45,5,6,4.0,15,3,4.0
IndiGo,Delhi,Cochin,1,5761,6,40,12,0,21,3,5.0,20,4,1.0
Air India,Mumbai,Hyderabad,0,3100,21,5,22,25,5,9,1.0,20,4,5.0
Jet Airways,Kolkata,Banglore,1,13626,16,30,23,35,6,12,7.0,5,5,4.0
Jet Airways,Mumbai,Hyderabad,0,5678,19,35,21,5,24,3,1.0,30,7,4.0
Jet Airways,Kolkata,Banglore,1,8529,18,55,18,15,6,12,23.0,20,5,4.0
Air India,Delhi,Cochin,0,5201,5,10,8,0,5,9,2.0,50,4,1.0
Jet Airways,Kolkata,Banglore,1,14151,9,35,21,5,21,5,11.0,30,2,2.0
Air Asia,Banglore,Delhi,0,4483,11,10,13,55,5,3,2.0,45,2,2.0
IndiGo,Kolkata,Banglore,0,4174,22,15,0,50,4,6,2.0,35,2,5.0
Jet Airways,Delhi,Cochin,2,15544,5,30,12,35,18,5,7.0,5,6,1.0
IndiGo,Delhi,Cochin,0,5601,21,5,0,20,27,5,3.0,15,1,5.0
IndiGo,Banglore,Delhi,0,3419,1,30,4,15,4,3,2.0,45,1,6.0
Air Asia,Delhi,Cochin,1,6451,7,55,22,25,27,4,14.0,30,6,1.0
Air India,Kolkata,Banglore,2,12592,9,25,13,45,5,12,4.0,20,4,2.0
Air India,Banglore,Delhi,0,6961,21,5,23,55,24,6,2.0,50,1,5.0
SpiceJet,Kolkata,Banglore,0,4174,17,10,19,40,6,12,2.0,30,5,4.0
Jet Airways,Kolkata,Banglore,1,8824,6,30,16,20,24,3,9.0,50,7,1.0
SpiceJet,Delhi,Cochin,1,7947,15,45,22,5,15,5,6.0,20,3,3.0
Multiple carriers,Delhi,Cochin,1,13587,14,0,21,0,27,6,7.0,0,4,3.0
SpiceJet,Kolkata,Banglore,0,3841,6,55,9,30,15,6,2.0,35,6,1.0
IndiGo,Kolkata,Banglore,0,4804,21,25,0,5,21,6,2.0,40,5,5.0
Jet Airways,Kolkata,Banglore,1,8586,20,0,4,40,5,9,8.0,40,4,5.0
IndiGo,Kolkata,Banglore,0,4778,20,25,23,5,3,1,2.0,40,4,5.0
Multiple carriers,Delhi,Cochin,2,18275,15,5,1,30,6,1,10.0,25,7,3.0
IndiGo,Chennai,Kolkata,0,3540,5,15,7,40,6,1,2.0,25,7,1.0
IndiGo,Delhi,Cochin,1,6442,8,35,22,30,27,6,13.0,55,4,2.0
Air India,Kolkata,Banglore,0,4145,20,45,23,20,27,6,2.0,35,4,5.0
IndiGo,Kolkata,Banglore,0,5644,14,25,16,55,6,9,2.0,30,5,3.0
IndiGo,Kolkata,Banglore,0,5224,14,25,16,55,5,3,2.0,30,2,3.0
Jet Airways,Delhi,Cochin,1,5963,17,30,18,50,21,3,1.0,20,4,4.0
Multiple carriers,Delhi,Cochin,1,11264,6,0,19,0,27,5,13.0,0,1,1.0
GoAir,Delhi,Cochin,1,10188,14,10,19,20,27,3,5.0,10,3,3.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,9,20,18,5,13.0,20,6,5.0
IndiGo,Banglore,Delhi,1,7166,13,40,18,35,15,3,4.0,55,5,3.0
Jet Airways,Banglore,Delhi,1,13817,22,55,9,30,3,12,10.0,35,2,5.0
Jet Airways,Delhi,Cochin,1,12373,18,15,12,35,5,9,18.0,20,4,4.0
Jet Airways,Banglore,Delhi,1,23017,16,55,9,0,3,1,16.0,5,4,4.0
Jet Airways,Banglore,Delhi,1,14815,11,40,19,10,18,3,7.0,30,1,2.0
Jet Airways,Delhi,Cochin,1,10262,11,30,12,35,6,12,1.0,5,5,2.0
Jet Airways,Delhi,Cochin,1,10262,8,0,19,0,15,6,11.0,0,6,2.0
Air India,Delhi,Cochin,1,7468,17,40,8,15,6,9,14.0,35,5,4.0
Jet Airways,Mumbai,Hyderabad,0,8040,7,5,8,30,5,9,1.0,25,4,1.0
Jet Airways,Delhi,Cochin,2,12819,23,5,19,0,24,6,19.0,55,1,5.0
IndiGo,Chennai,Kolkata,0,7295,14,40,17,5,3,6,2.0,25,1,3.0
Jet Airways,Banglore,Delhi,0,7229,15,15,18,10,27,5,2.0,55,1,3.0
Air Asia,Delhi,Cochin,1,6853,16,45,22,25,15,6,5.0,40,6,4.0
Jet Airways,Kolkata,Banglore,1,9663,21,10,9,20,24,5,12.0,10,5,5.0
Jet Airways,Kolkata,Banglore,1,7064,6,30,18,15,4,1,11.0,45,5,1.0
Air India,Delhi,Cochin,1,8372,9,0,19,15,6,6,10.0,15,4,2.0
SpiceJet,Mumbai,Hyderabad,0,1965,13,15,14,45,6,3,1.0,30,3,3.0
Vistara,Kolkata,Banglore,1,16932,7,10,18,45,24,3,11.0,35,7,1.0
SpiceJet,Kolkata,Banglore,0,3841,22,20,0,40,18,6,2.0,20,2,5.0
Jet Airways,Delhi,Cochin,2,15812,11,40,19,0,6,12,7.0,20,5,2.0
Air India,Banglore,Delhi,1,10924,6,55,13,20,3,3,6.0,25,7,1.0
Air India,Delhi,Cochin,0,6934,14,10,17,10,27,5,3.0,0,1,3.0
Jet Airways,Delhi,Cochin,1,10262,8,0,19,0,6,1,11.0,0,7,2.0
Jet Airways,Delhi,Cochin,1,13843,13,55,4,25,3,6,14.0,30,1,3.0
Multiple carriers,Delhi,Cochin,1,9315,6,40,19,0,15,5,12.0,20,3,1.0
Multiple carriers,Delhi,Cochin,1,8266,6,0,19,15,21,5,13.0,15,2,1.0
Jet Airways,Kolkata,Banglore,1,14231,21,10,8,10,24,3,11.0,0,7,5.0
GoAir,Banglore,Delhi,0,5048,20,55,23,40,18,4,2.0,45,4,5.0
Jet Airways,Delhi,Cochin,1,10262,17,30,19,0,6,6,1.0,30,4,4.0
Multiple carriers,Delhi,Cochin,1,12537,9,0,21,0,27,3,12.0,0,3,2.0
Jet Airways,Delhi,Cochin,1,10262,13,0,4,25,15,6,15.0,25,6,3.0
Jet Airways,Mumbai,Hyderabad,0,8040,7,5,8,30,4,3,1.0,25,1,1.0
SpiceJet,Kolkata,Banglore,1,9736,11,15,18,30,5,6,7.0,15,3,2.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,5,6,2.0,35,3,1.0
Jet Airways,Banglore,Delhi,1,13817,16,55,9,30,3,12,16.0,35,2,4.0
GoAir,Banglore,Delhi,0,5048,7,45,10,40,21,5,2.0,55,2,1.0
Jet Airways,Mumbai,Hyderabad,0,8040,10,20,11,50,4,1,1.0,30,5,2.0
Multiple carriers,Delhi,Cochin,1,7354,8,30,19,15,6,12,10.0,45,5,2.0
Multiple carriers,Delhi,Cochin,1,7563,14,35,22,20,3,6,7.0,45,1,3.0
IndiGo,Delhi,Cochin,1,7725,10,45,15,30,3,3,4.0,45,7,2.0
Multiple carriers,Delhi,Cochin,1,7740,8,45,21,0,6,1,12.0,15,7,2.0
Air India,Kolkata,Banglore,2,13532,10,0,5,25,6,12,19.0,25,5,2.0
IndiGo,Kolkata,Banglore,0,6565,14,20,16,55,3,1,2.0,35,4,3.0
Jet Airways,Kolkata,Banglore,1,10844,16,30,19,50,5,12,3.0,20,4,4.0
SpiceJet,Kolkata,Banglore,0,3841,22,20,0,40,18,4,2.0,20,4,5.0
Multiple carriers,Delhi,Cochin,1,11200,8,30,19,0,6,3,10.0,30,3,2.0
Air India,Kolkata,Banglore,2,12009,9,25,10,30,4,1,1.0,5,5,2.0
Air India,Delhi,Cochin,1,8372,8,0,19,15,15,5,11.0,15,3,2.0
Air India,Delhi,Cochin,2,13591,6,50,7,40,15,6,24.0,50,6,1.0
Vistara,Mumbai,Hyderabad,1,12395,20,55,16,45,3,6,19.0,50,1,5.0
SpiceJet,Chennai,Kolkata,0,7298,8,20,10,35,3,1,2.0,15,4,2.0
IndiGo,Delhi,Cochin,1,12214,7,20,12,30,3,3,5.0,10,7,1.0
Jet Airways,Kolkata,Banglore,1,14151,17,0,22,5,15,5,5.0,5,3,4.0
Air India,Delhi,Cochin,2,12970,17,15,19,15,6,1,2.0,0,7,4.0
Jet Airways,Kolkata,Banglore,1,14781,14,5,23,35,5,1,9.0,30,6,3.0
Vistara,Banglore,Delhi,0,4878,17,0,19,35,6,6,2.0,35,4,4.0
SpiceJet,Chennai,Kolkata,0,3597,8,20,10,35,5,3,2.0,15,2,2.0
Air Asia,Kolkata,Banglore,1,6810,7,35,23,30,6,6,15.0,55,4,1.0
Vistara,Chennai,Kolkata,0,3687,7,5,9,20,5,1,2.0,15,6,1.0
Air India,Delhi,Cochin,1,6482,17,20,9,25,21,3,16.0,5,4,4.0
Jet Airways,Mumbai,Hyderabad,1,19595,17,0,16,50,3,6,23.0,50,1,4.0
IndiGo,Delhi,Cochin,1,6147,15,10,20,0,15,6,4.0,50,6,3.0
Jet Airways,Kolkata,Banglore,1,10953,17,0,9,45,5,6,16.0,45,3,4.0
SpiceJet,Kolkata,Banglore,0,3873,22,20,0,40,24,4,2.0,20,3,5.0
Jet Airways,Banglore,Delhi,1,14815,14,5,5,5,3,6,15.0,0,1,3.0
Multiple carriers,Delhi,Cochin,1,10678,4,55,19,0,6,6,14.0,5,4,1.0
Jet Airways,Delhi,Cochin,1,14053,15,5,4,25,3,9,13.0,20,2,3.0
Jet Airways,Kolkata,Banglore,1,10539,9,35,22,5,6,12,12.0,30,5,2.0
Jet Airways,Banglore,Delhi,1,16946,14,5,21,20,18,3,7.0,15,1,3.0
IndiGo,Delhi,Cochin,0,7673,14,30,17,35,3,3,3.0,5,7,3.0
Air India,Banglore,Delhi,0,4441,13,20,16,10,24,3,2.0,50,7,3.0
Jet Airways,Banglore,Delhi,0,4544,11,10,14,5,15,4,2.0,55,1,2.0
IndiGo,Kolkata,Banglore,0,4804,15,30,18,5,24,4,2.0,35,3,3.0
Jet Airways,Delhi,Cochin,1,5406,9,0,12,35,4,1,3.0,35,5,2.0
Air India,Mumbai,Hyderabad,0,3100,6,20,7,40,4,3,1.0,20,1,1.0
Jet Airways,Delhi,Cochin,2,11150,23,5,19,0,27,6,19.0,55,4,5.0
IndiGo,Banglore,Delhi,0,4823,16,55,19,55,4,6,3.0,0,2,4.0
SpiceJet,Mumbai,Hyderabad,0,1965,5,45,7,15,5,3,1.0,30,2,1.0
Jet Airways,Delhi,Cochin,1,10262,21,50,12,35,24,6,14.0,45,1,5.0
IndiGo,Delhi,Cochin,1,6674,7,35,16,10,6,6,8.0,35,4,1.0
Jet Airways,Delhi,Cochin,1,15764,9,0,4,25,3,6,19.0,25,1,2.0
Jet Airways,Kolkata,Banglore,1,7064,20,0,22,35,4,1,2.0,35,5,5.0
Jet Airways,Delhi,Cochin,1,10262,14,0,19,0,6,6,5.0,0,4,3.0
IndiGo,Kolkata,Banglore,1,5069,8,10,13,0,5,1,4.0,50,6,2.0
Multiple carriers,Delhi,Cochin,1,11789,11,40,19,0,6,6,7.0,20,4,2.0
Air India,Kolkata,Banglore,2,15164,10,0,13,45,5,1,3.0,45,6,2.0
Air India,Delhi,Cochin,0,6094,14,10,17,10,6,6,3.0,0,4,3.0
SpiceJet,Banglore,Delhi,0,4885,9,30,12,20,21,4,2.0,50,7,2.0
Air Asia,Banglore,Delhi,0,3383,11,10,13,55,21,6,2.0,45,5,2.0
Multiple carriers,Delhi,Cochin,1,6673,17,0,1,35,27,3,8.0,35,3,4.0
Jet Airways,Banglore,Delhi,0,4544,7,10,10,10,27,4,3.0,0,6,1.0
Jet Airways,Delhi,Cochin,2,8367,10,45,18,50,21,3,8.0,5,4,2.0
GoAir,Banglore,Delhi,0,3898,11,40,14,30,6,3,2.0,50,3,2.0
Jet Airways,Kolkata,Banglore,1,10844,14,5,22,35,6,9,8.0,30,5,3.0
Multiple carriers,Delhi,Cochin,1,12327,2,15,13,20,27,3,11.0,5,3,6.0
SpiceJet,Delhi,Cochin,1,6356,8,45,13,15,21,3,4.0,30,4,2.0
Air India,Banglore,Delhi,0,5228,21,5,23,55,15,5,2.0,50,3,5.0
Air India,Banglore,Delhi,2,10835,6,45,16,30,18,3,9.0,45,1,1.0
IndiGo,Banglore,Delhi,0,3943,4,0,6,50,21,6,2.0,50,5,1.0
Jet Airways,Delhi,Cochin,1,14714,18,15,19,0,6,1,24.0,45,7,4.0
Air India,Kolkata,Banglore,2,11883,5,50,12,0,5,6,6.0,10,3,1.0
Vistara,Kolkata,Banglore,1,8610,20,20,23,25,6,12,3.0,5,5,5.0
Multiple carriers,Delhi,Cochin,1,6513,7,10,22,30,15,5,15.0,20,3,1.0
Jet Airways,Delhi,Cochin,1,12898,2,15,4,25,21,5,2.0,10,2,6.0
Air India,Delhi,Cochin,2,10861,22,0,19,15,6,1,21.0,15,7,5.0
IndiGo,Mumbai,Hyderabad,0,4049,19,5,20,35,21,6,1.0,30,5,4.0
Jet Airways,Banglore,Delhi,1,13555,11,40,5,5,18,3,17.0,25,1,2.0
Jet Airways,Delhi,Cochin,1,16079,2,15,19,0,27,5,16.0,45,1,6.0
IndiGo,Delhi,Cochin,0,7673,5,35,8,50,3,6,3.0,15,1,1.0
Multiple carriers Premium economy,Delhi,Cochin,1,10161,8,55,19,15,21,3,10.0,20,4,2.0
Jet Airways,Delhi,Cochin,1,10262,2,15,12,35,6,12,10.0,20,5,6.0
SpiceJet,Kolkata,Banglore,0,3873,6,55,9,30,5,3,2.0,35,2,1.0
SpiceJet,Banglore,Delhi,0,3311,21,10,0,5,6,3,2.0,55,3,5.0
IndiGo,Delhi,Cochin,1,13611,16,0,1,35,3,9,9.0,35,2,4.0
Air India,Delhi,Cochin,2,11858,12,0,19,15,3,6,7.0,15,1,3.0
Multiple carriers,Delhi,Cochin,1,9316,10,20,19,15,27,5,8.0,55,1,2.0
IndiGo,Banglore,Delhi,0,4823,7,10,10,5,4,1,2.0,55,5,1.0
Jet Airways,Kolkata,Banglore,1,13941,20,0,10,5,5,12,14.0,5,4,5.0
Jet Airways,Delhi,Cochin,2,13029,9,40,4,25,27,5,18.0,45,1,2.0
SpiceJet,Kolkata,Banglore,0,3873,6,55,9,30,4,12,2.0,35,3,1.0
IndiGo,Banglore,Delhi,0,4591,1,30,4,15,4,12,2.0,45,3,6.0
Vistara,Mumbai,Hyderabad,1,12395,8,45,22,55,3,6,14.0,10,1,2.0
IndiGo,Mumbai,Hyderabad,0,3603,2,30,4,0,21,3,1.0,30,4,6.0
IndiGo,Kolkata,Banglore,0,4804,15,30,18,5,5,1,2.0,35,6,3.0
IndiGo,Banglore,Delhi,0,4823,18,25,21,20,21,5,2.0,55,2,4.0
